element_id,element_label,record_type,record_id,indicator_id,country_iso3,year,period_start,period_end,period,statistic_type,source_year_label,value,unit,name,latitude,longitude,attributes_json,missing_reason_code,note,source_org,source_url,license_code,source_file,source_sheet,source_row,publication_decision_id
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00001,A-022_maifi_evn_group,VNM,2015,2015,2015,,,,2.03,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2019). 2018 연차보고서, pp.16-17. · 장기 역사적 기준선(baseline).",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),28,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00002,A-022_maifi_evn_group,VNM,2016,2016,2016,,,,1.51,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2019). 2018 연차보고서, pp.16-17. · 2015년 대비 큰 폭 개선. 공개자료상 개별 신뢰도 개선조치별 기여도는 분리되지 않음.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),29,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00003,A-022_maifi_evn_group,VNM,2017,2017,2017,,,,0.94,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2019). 2018 연차보고서, pp.16-17. · 지속정전·순간정전 지표 모두 지속 개선.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),30,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00004,A-022_maifi_evn_group,VNM,2018,2018,2018,,,,0.78,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2019). 2018 연차보고서, pp.16-17. · 2015년 대비 큰 폭 개선. 공개 연차보고서상 특정 계통현대화 조치의 기여도는 분리되지 않음.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),31,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00005,A-022_maifi_evn_group,VNM,2019,2019,2019,,,,,회/고객,,,,,M02,"[M02·미공개] [전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 원문 값 열이 ""(미공개)""로 기재되어 있어 수치가 공개되지 않음. 출처: 미공개",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),32,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00006,A-022_maifi_evn_group,VNM,2020,2020,2020,,,,0.77,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2026). 2024-2025 연차보고서, p.15. · 그룹 전체 통합 벤치마크. 특정 사이트·피더(feeder)별 신뢰도를 대표하지 않음.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),33,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00007,A-022_maifi_evn_group,VNM,2021,2021,2021,,,,1.22,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2026). 2024-2025 연차보고서, p.15. · SAIDI·SAIFI는 하락, MAIFI는 2020년 대비 증가.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),34,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00008,A-022_maifi_evn_group,VNM,2022,2022,2022,,,,1.47,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2026). 2024-2025 연차보고서, p.15. · SAIDI·SAIFI 지속 하락. 인용 출처는 변화를 특정 프로그램에 귀속하지 않음.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),35,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00009,A-022_maifi_evn_group,VNM,2023,2023,2023,,,,1.35,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2026). 2024-2025 연차보고서, p.15. · 2022년 대비 지표 개선. 적용 지표기준에 따라 상류계통·긴급부하차단 등 제외사건이 미반영될 수 있음.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),36,
A-022,"정전빈도[SAIDI, SAIFI]",observation,v124-a-022-obs-00010,A-022_maifi_evn_group,VNM,2024,2024,2024,,,,1.25,회/고객,,,,,,"[전력 통합 기술 (Power system integration)] [EVN 그룹 전체] 출처: EVN. (2026). 2024-2025 연차보고서, p.15. · 그룹 전체 SAIDI/SAIFI/MAIFI 최종 완전 세트가 공개된 최신 연도.",Vietnam Electricity (EVN),https://en.evn.com.vn/c3/documents/Annual-Report-9-15.aspx,기관 공시자료(EVN),"A-022_정전빈도[SAIDI, SAIFI].xlsx",1.1_observation(측정값),37,
